"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0002573","GO:0002573","myeloid leukocyte differentiation",178,0.430384379206189,1.63959208096509,0.000286770347550598,0.00952011684606678,0.0081076970167587,2192,"tags=22%, list=14%, signal=19%","12978/12262/16878/16590/26365/16149/12977/24108/13386/22177/620235/21926/12349/72828/22339/12985/18102/83554/24088/20304/22402/83430/19152/72147/12571/170741/71982/16658/19659/22041/74614/21873/21943/18103/237625/14734/27060/22042/19664"
"GO:0006814","GO:0006814","sodium ion transport",173,0.43307970975276,1.64324992373224,0.000286770347550598,0.00952011684606678,0.0081076970167587,1871,"tags=25%, list=12%, signal=22%","110935/338370/56774/230612/20537/28240/20269/229706/20271/320106/69354/14167/214111/67149/236727/14169/12805/11555/76257/238384/216225/105727/114644/11936/59095/76713/20538/30805/20515/74513/16525/98660/277973/14825/14168/11931/399548/279561/432450/20276/330953/20278/20720"
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation",23,0.703723507869851,1.93532020635193,0.000286849250699326,0.00952011684606678,0.0081076970167587,1645,"tags=43%, list=11%, signal=39%","12978/12977/13386/22177/21926/12349/20304/83430/74614/21943"
"GO:0016050","GO:0016050","vesicle organization",256,-0.30628603769864,-1.45060399625757,0.000290856271516547,0.00959825696004604,0.00817424413789625,4206,"tags=38%, list=27%, signal=28%","24136/69470/17857/56398/72433/20194/18439/22318/330401/14339/237336/68767/55943/20909/11776/74741/214585/66371/12912/53330/74479/56491/110380/232286/116733/105513/50873/108083/53612/192232/114128/20431/76959/18718/67727/67844/245886/99371/218035/235406/237858/53334/20528/104015/18457/73122/102607/22088/69017/67474/17101/68328/20979/12390/66251/54137/67898/74349/545192/223593/269338/74772/225326/240756/20907/16553/232664/18711/319277/20981/18783/19339/29813/209086/68159/57257/229593/280408/13852/19725/16952/226422/232946/19344/26903/229521/72287/12306/23790/231070/241727/17858/100503185/20980/11752/94090"
"GO:0045670","GO:0045670","regulation of osteoclast differentiation",57,0.562871344893777,1.85407842328327,0.000294484143280157,0.00966307290492178,0.00822944388506369,1645,"tags=28%, list=11%, signal=25%","12978/26365/12977/13386/22177/21926/12349/72828/83554/20304/83430/170741/16658/74614/21873/21943"
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition",249,0.399927700663209,1.57508922472827,0.000318064364251982,0.010378190042559,0.00883846509532857,3001,"tags=26%, list=19%, signal=21%","20877/12235/24108/77011/108000/71007/12236/208628/12534/27375/268697/68612/67849/12189/18817/67052/16906/12532/70385/22137/381293/11799/13555/20677/12649/69716/229841/269582/14841/67177/19363/56150/216021/12443/27214/83383/67141/14726/19192/52679/59126/76843/12193/18392/12567/328440/68142/118454/12122/14199/13871/12144/14056/22410/67045/72290/19650/12034/105837/56190/21781/108911/12530/67628/19186"
"GO:0070555","GO:0070555","response to interleukin-1",82,0.509240512789374,1.76877187742603,0.000324546943585477,0.0104988405233113,0.00894121567693198,1518,"tags=26%, list=10%, signal=23%","20308/20297/20305/18787/18829/217166/16181/20296/20304/16176/58203/16365/20306/20303/20292/108153/70312/20300/22224/16175/21939"
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle",116,0.465234639985911,1.70878476164215,0.00032541830204558,0.0104988405233113,0.00894121567693198,2541,"tags=24%, list=16%, signal=20%","77011/12704/108000/71007/12534/268697/12428/12189/18817/16906/12532/381293/14235/11799/12649/269582/19363/216021/12443/67141/67121/76843/18392/12567/14199/12144/18671/22410"
"GO:0032722","GO:0032722","positive regulation of chemokine production",52,0.562515033516648,1.81680799148134,0.000327184940550852,0.0104988405233113,0.00894121567693198,1939,"tags=33%, list=12%, signal=29%","12978/77125/16149/17082/21926/24088/20304/16176/17196/16803/68279/11541/16190/16175/20963/18442/16193"
"GO:0002237","GO:0002237","response to molecule of bacterial origin",220,0.409942196969839,1.59078896583642,0.000335637993435988,0.010710909153166,0.00912182146417415,2968,"tags=28%, list=19%, signal=23%","414084/20311/19204/18787/20201/17970/217166/21926/20310/20309/330122/20296/24088/12475/20304/16176/17533/16153/171283/16365/12142/17130/11535/215257/19260/16803/56615/18173/13115/207728/21938/70312/14825/18828/16175/13618/12945/27056/20568/17975/97165/26419/21929/16193/22038/14062/15900/12567/11421/12628/19222/12608/77134/332579/22121/238871/14528/15945/15930/100689/60533/21898"
"GO:0006935","GO:0006935","chemotaxis",438,0.357756625945777,1.46195614806034,0.000354782818096593,0.0112599923907378,0.00958944183051994,2145,"tags=21%, list=14%, signal=19%","12978/22324/16590/20311/20308/19204/20297/20305/16149/12977/210801/18787/28240/269116/232983/20201/18829/12661/20310/20309/268902/94176/13614/15200/330122/22339/18121/20296/20304/243743/16176/70045/21367/83430/74464/16803/16854/30955/18595/12261/54199/105855/20306/18591/20303/13641/14587/20292/16948/17127/13844/13052/13723/12927/14573/20300/14825/58208/22329/67263/17242/18705/13618/18606/16005/13643/107934/11658/20563/20963/16414/21943/15465/12721/13508/97165/19699/14172/20354/12162/20085/14026/108151/277360/20315/21828/20361/18208/21983/20583/16773/20353/15235/15234"
"GO:0034502","GO:0034502","protein localization to chromosome",91,0.502298399479086,1.77977528988653,0.000370877833976003,0.0117068394550686,0.00996999394652881,3044,"tags=32%, list=20%, signal=26%","20877/12236/76464/12534/12615/71988/67849/18817/67052/70385/22137/14841/68014/67177/101994/30877/245474/12462/12466/12469/12465/14056/224008/216853/105837/108911/12461/320394/12468"
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion",44,0.571237520101971,1.80072065833745,0.000377391584818327,0.0118480558087829,0.0100902592151426,1827,"tags=41%, list=12%, signal=36%","67451/11687/21926/19264/16181/16176/16153/216033/17196/16401/13052/13506/22329/99571/16414/16818/12162/21929"
"GO:0044057","GO:0044057","regulation of system process",465,0.356292337877064,1.45866338573038,0.00038775052336297,0.0121078227940437,0.0103114867531556,2388,"tags=24%, list=15%, signal=21%","12310/13040/16878/16590/77125/67451/19204/20510/78896/27409/15558/66240/14419/224997/21926/20927/228785/20271/13614/14219/17131/15200/14167/259277/54140/276829/18585/22402/18189/11555/18821/16153/11549/12794/58869/216033/17130/11535/57814/20287/21823/114249/14186/58226/18591/57442/18389/56745/240672/235086/21938/17127/18436/16485/13052/11541/74155/98660/13506/235442/243547/16323/214384/54377/14168/11550/22041/11931/16175/11606/99571/13057/13618/21333/71111/399548/17390/279561/193034/15465/192167/19699/16818/12296/12671/330953/11539/22249/16193/76854/109676/11622/18164/57785/170639/11534/15234/14062/16011/171530/11553/11421/94185/225908/13048/23980/14615/56188/21808/56458"
"GO:0002819","GO:0002819","regulation of adaptive immune response",149,0.447320203522493,1.69253885629875,0.000393047787926472,0.012207601883834,0.0103964624568899,2673,"tags=27%, list=17%, signal=22%","140474/12266/77125/16149/11687/17082/16182/12480/21926/14961/14347/19264/17131/11513/16176/83430/14997/96935/12479/18173/243910/15223/21938/15216/16190/16453/15510/21939/19720/21929/69583/16193/110557/22042/72544/16950/14998/14972/107823/56532"
"GO:0007186","GO:0007186","G protein-coupled receptor signaling pathway",443,0.358565163397611,1.46385277267746,0.000399917752159176,0.0123549058752154,0.0105219121914668,2263,"tags=26%, list=15%, signal=22%","12310/12266/22324/223780/20308/19204/20297/20305/78896/67792/15558/207911/258571/12322/14419/15559/110197/381628/18829/50778/432530/12349/381073/13614/18619/19144/65086/11513/18796/14160/54140/12062/70274/20296/16336/320207/17200/19739/52882/20304/217480/11555/14761/18821/232431/21367/11549/80885/13599/58175/13349/216892/239845/11535/67405/30955/109648/54199/20607/18441/20306/93897/18389/20303/18356/14748/20292/207728/16765/13429/11541/12927/11839/20661/20300/11550/217340/11606/77596/13618/21333/15552/107934/71111/19734/20963/56193/238252/105171/15465/84111/22350/12671/56089/18103/16995/11539/227717/18442/277360/29815/319197/76854/243277/170639/20215/14062/14658/109689/171530/436090/11553/13874"
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion",165,0.435194254621898,1.64329607330539,0.000404079888929164,0.0123755885372747,0.0105395263405563,1737,"tags=25%, list=11%, signal=22%","26365/19204/12522/16149/14960/18829/21926/14961/14347/19264/78317/23871/20296/20304/16176/22637/20677/83430/20344/19260/12479/230126/105855/16401/13641/243910/18534/16190/22329/76088/17242/16453/16175/12400/15510/13643/20963/16414/21943/12721/16818"
"GO:0034103","GO:0034103","regulation of tissue remodeling",66,0.539191599392207,1.81598446676188,0.00040484879856787,0.0123755885372747,0.0105395263405563,1939,"tags=29%, list=12%, signal=25%","12978/26365/84506/13386/620235/12349/72828/22339/16847/231633/27273/17242/22041/11606/20963/21943/54525/21828/16193"
"GO:0070661","GO:0070661","leukocyte proliferation",239,0.40066983082066,1.57044895995231,0.000413498651226894,0.0125738228603445,0.010708350300993,3163,"tags=32%, list=20%, signal=26%","12978/77125/26365/16149/12977/22177/16792/21948/14419/14960/208154/14961/94176/19264/78317/230405/20304/16176/22637/16153/83430/12142/19260/16854/12479/230126/434215/105855/18173/13641/15223/21938/17480/209558/22329/76088/23917/16453/16175/15510/21939/21333/74614/20963/16414/21943/12721/20315/16193/12518/11622/15201/27060/11534/12231/22042/19171/94185/12608/27050/20666/12144/56532/224860/12501/15930/58206/51797/60533/21898/18753/56501/11987/16000/20440/22059"
"GO:0045766","GO:0045766","positive regulation of angiogenesis",143,0.450115511918968,1.69225282826472,0.000419354047956543,0.0126197321789202,0.0107474484393117,1752,"tags=23%, list=11%, signal=21%","12266/223780/20319/12796/15364/17395/18787/12654/18751/13058/12189/23871/22339/20304/16176/16153/14066/15368/13036/11535/16854/76905/20292/14234/17242/16175/13078/21939/11489/16414/14465/16451/14172"
"GO:1904018","GO:1904018","positive regulation of vasculature development",143,0.450115511918968,1.69225282826472,0.000419354047956543,0.0126197321789202,0.0107474484393117,1752,"tags=23%, list=11%, signal=21%","12266/223780/20319/12796/15364/17395/18787/12654/18751/13058/12189/23871/22339/20304/16176/16153/14066/15368/13036/11535/16854/76905/20292/14234/17242/16175/13078/21939/11489/16414/14465/16451/14172"
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore",14,0.777620652578393,1.93415712315879,0.000428573776877022,0.0128307035881533,0.0109271197913463,1203,"tags=50%, list=8%, signal=46%","20877/66977/67052/73804/229841/67177/101994"
"GO:0033260","GO:0033260","nuclear DNA replication",34,0.623561423684909,1.88407007865983,0.000434903076190812,0.0129534208539294,0.0110316305264271,1762,"tags=38%, list=11%, signal=34%","19361/17218/17216/17215/17219/12544/69270/67177/16881/27214/18968/327762/17220"
"GO:0051382","GO:0051382","kinetochore assembly",16,0.746937636360951,1.92161551915245,0.000445115100242659,0.0131899413378029,0.011233060451344,1023,"tags=44%, list=7%, signal=41%","26886/12615/218977/60411/72155/229841/69928"
"GO:0032103","GO:0032103","positive regulation of response to external stimulus",295,0.38158064544752,1.52340966585708,0.000454624311774495,0.0134033401156663,0.0114147990436995,2306,"tags=23%, list=15%, signal=20%","12978/13040/12266/22324/77125/16149/12977/18787/22177/17082/232983/20201/18829/77777/21926/13614/23871/22339/20296/24088/20304/16176/22402/58203/16365/83430/434341/15951/16803/30955/57783/12261/105855/18591/20303/207728/17127/11541/14825/17242/18784/100040462/15510/13057/381308/21333/20563/17390/21943/13508/11690/97165/14172/20085/12810/22249/20315/21828/16193/237625/22038/319197/21983/20583/67917/11421/13874/22341"
"GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly",456,-0.273886679359148,-1.37831154191998,0.000468212495845821,0.0136958171768749,0.011663883738244,4116,"tags=36%, list=27%, signal=28%","108686/236266/209586/18439/76832/269209/68767/56044/237222/105722/114602/52906/73341/106633/11789/11629/217335/104346/232987/18805/219103/53883/216560/211535/73916/72140/105833/13191/68146/207686/13860/100502861/192176/16328/76568/207425/242687/320634/52184/76779/232906/20430/329795/105428/67378/231532/74019/66086/75974/51938/70314/56320/81896/74025/72569/110012/73873/15461/102774/56542/216274/19062/74256/75695/67590/67694/74682/67046/56526/98845/208727/102747/101565/380614/225523/320234/66994/59030/654470/67474/56717/18483/16475/24057/74694/22240/18541/432611/12589/59002/242584/74201/77832/72507/27078/19893/244608/18186/73692/78795/381644/71276/71448/11567/76816/193385/234740/66910/18761/213081/19335/69672/18708/69707/100048534/20822/75564/67978/57257/12389/17758/382253/192897/235330/213402/280408/70300/105000/67946/66717/74081/13852/19725/80291/226422/260409/244654/75050/264134/56753/13730/241035/75533/77057/64009/259300/226251/231148/13731/23790/73293/52028/14063/319565/192653/22092/24084/69387/67384/319953/17152/57776/227753/13732/23963/11472"
"GO:1903530","GO:1903530","regulation of secretion by cell",497,0.351223762910545,1.44012770508011,0.000469634765890183,0.0136958171768749,0.011663883738244,2662,"tags=25%, list=17%, signal=21%","22044/16878/243725/15364/19204/78896/109731/15558/28240/12322/16514/14419/16534/242662/217166/21926/18751/14299/432530/20927/56807/231602/13614/13447/16181/54140/29873/53420/68891/245049/24088/20304/16176/11799/18189/11555/14761/20677/11549/80885/15368/58869/16847/78771/80976/60510/56013/16854/18576/75767/20287/320405/19662/18441/14186/58226/16156/56745/18300/17932/18111/21938/18436/15216/64292/11541/16190/209630/235442/16323/13650/16175/11606/99571/67847/21333/17919/71111/20963/16414/12156/319613/15893/21943/18049/16009/12894/18212/192167/22350/54525/269951/11539/18442/22249/20315/16193/237625/76854/545156/16510/170639/27060/14062/109689/171530/22341/16504/21808/216344/171180/12953/20666/93692/110877/269224/279766/75454/217344/12048/20501/18128"
"GO:0045787","GO:0045787","positive regulation of cell cycle",323,0.379005298323321,1.52208090402841,0.000471619048790459,0.0136958171768749,0.011663883738244,3580,"tags=33%, list=23%, signal=26%","20877/71819/12704/26934/12534/21926/268697/68612/67849/108907/13614/12189/14219/54141/67052/20460/16906/12532/13605/68549/381293/16176/11799/19362/16153/20677/12649/229841/56742/230126/67177/19363/108961/56150/18591/226419/18432/216021/12443/15375/17702/240641/20873/27214/83383/268451/16175/67141/20878/52679/14465/19385/320209/76843/22038/13684/76854/18392/18148/17701/12567/328440/13874/21802/68142/23980/21808/12569/14056/22410/72290/51810/12034/105837/65019/107951/56190/70235/21781/108911/56312/267019/12530/67628/28036/17295/332110/58805/16000/22059/20670/19941/19130/18226/71514/11792/19141/81702/14371/53817/18426/17319/74335/14156/71878/12317"
"GO:0000470","GO:0000470","maturation of LSU-rRNA",29,0.655666105762492,1.91614536747642,0.000488480861533576,0.0140820188905077,0.0119927879452109,3938,"tags=72%, list=25%, signal=54%","52530/67223/74035/67949/56095/69237/110109/67920/66409/57750/18148/16418/207932/19896/64934/66942/66489/27176/12181/70285/67239"
"GO:1903522","GO:1903522","regulation of blood circulation",188,0.413586114877432,1.58467293057278,0.00049234181760632,0.0140820188905077,0.0119927879452109,2376,"tags=28%, list=15%, signal=24%","12310/67451/19204/20510/15558/66240/21926/20271/13614/14219/17131/15200/54140/276829/11555/18821/11549/216033/17130/11535/57814/21823/58226/18591/57442/240672/18436/13052/98660/13506/14168/11550/11931/11606/99571/21333/399548/17390/193034/15465/12296/12671/330953/11539/109676/11622/57785/14062/11553/23980/14615/56188/21808"
"GO:0050891","GO:0050891","multicellular organismal water homeostasis",44,0.565496742202498,1.78262391749895,0.000495528936686155,0.0140820188905077,0.0119927879452109,3118,"tags=39%, list=20%, signal=31%","110935/12740/12737/195733/214531/16666/23801/12550/16765/20276/20278/16678/20277/74591/13706/55948/17295"
"GO:0008015","GO:0008015","blood circulation",372,0.368058584040957,1.48859574483956,0.000495598313184568,0.0140820188905077,0.0119927879452109,2376,"tags=27%, list=15%, signal=23%","12310/223780/26365/18260/67451/19204/20510/15558/66240/15559/17970/21926/27375/20927/20271/231602/13614/14219/17131/15200/54140/22339/12062/276829/11555/18821/11549/15368/216033/17130/11535/57814/16591/67405/109648/232156/21823/18441/58226/18591/57442/18389/20303/52589/333654/240672/207728/17127/18436/14234/13052/11541/98660/13506/243547/14168/11550/11931/11606/99571/13057/13618/21333/15552/20656/20563/399548/13850/17390/193034/21873/15465/12296/12671/330953/14247/11539/227717/18442/319197/76854/93757/109676/11622/12843/57785/170639/14062/14629/12741/17300/11553/11421/20657/22341/23980/14615/56188/21808"
"GO:0042119","GO:0042119","neutrophil activation",25,0.670591945860562,1.90659383057016,0.000497040956018265,0.0140820188905077,0.0119927879452109,1605,"tags=36%, list=10%, signal=32%","13421/20311/19204/22177/21926/68891/20304/20963/16414"
"GO:0048771","GO:0048771","tissue remodeling",155,0.436134350914675,1.64968856458825,0.000507129188934682,0.0142980889773429,0.0121768015268476,2241,"tags=25%, list=14%, signal=22%","12978/13040/16878/26365/84506/17395/13386/620235/12349/72828/22339/21857/11555/83430/16847/231633/27273/16401/71982/14234/17242/22041/16175/11606/20963/17390/21943/18669/54525/21828/16193/11622/14595/27060/14062/22042/19664/16011/17300"
"GO:0045860","GO:0045860","positive regulation of protein kinase activity",381,0.36837220854289,1.49206827281279,0.000518669746150138,0.0144586193340912,0.0123135153419774,2552,"tags=21%, list=16%, signal=18%","12978/16590/243725/26365/404710/16149/12977/20510/15558/232983/72119/15559/12654/21926/19264/13614/16181/20460/15200/65086/22339/320207/13605/381293/16176/18189/11555/83430/11549/229841/269582/56742/26457/56013/16975/13867/30955/93897/18591/18173/224116/216021/12443/18003/326623/19116/11839/99470/22041/11606/21939/71111/20963/12156/21943/53608/270672/19699/16319/14172/11539/18148/15234/14062/109689/216439/11553/11421/13874/74568/21802/22341/21808/78943/18673/12569/27050/14056/19303/71785/14375"
"GO:0042330","GO:0042330","taxis",442,0.355629210983997,1.4537493315967,0.000519040587394698,0.0144586193340912,0.0123135153419774,2145,"tags=21%, list=14%, signal=19%","12978/22324/16590/20311/20308/19204/20297/20305/16149/12977/210801/18787/28240/269116/232983/20201/18829/12661/20310/20309/268902/94176/13614/15200/330122/22339/18121/20296/20304/243743/16176/70045/21367/83430/74464/16803/16854/30955/18595/12261/54199/105855/20306/18591/20303/13641/14587/20292/16948/17127/13844/13052/13723/12927/14573/20300/14825/58208/22329/67263/17242/18705/13618/18606/16005/13643/107934/11658/20563/20963/16414/21943/15465/12721/13508/97165/19699/14172/20354/12162/20085/14026/108151/277360/20315/21828/20361/18208/21983/20583/16773/20353/15235/15234"
"GO:0042116","GO:0042116","macrophage activation",74,0.514772802675489,1.7639626110171,0.000521915781792516,0.0144586193340912,0.0123135153419774,1629,"tags=26%, list=10%, signal=23%","77125/84506/12259/22177/17082/217166/77777/21926/24088/16153/16803/12479/18173/11988/16190/18784/15510/20963/193034"
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen",22,0.695325951904493,1.89774709635393,0.000524933873921389,0.0144586193340912,0.0123135153419774,1067,"tags=32%, list=7%, signal=30%","13040/16149/14960/13034/14961/15001/65972"
"GO:0003341","GO:0003341","cilium movement",115,-0.39042055500233,-1.66116868186919,0.000525270089444429,0.0144586193340912,0.0123135153419774,1493,"tags=23%, list=10%, signal=21%","69707/100048534/75564/16348/252967/235330/213402/74052/75050/75019/75533/66793/97086/26366/73293/52028/227058/27356/329954/24084/319953/271639/13411/627872/71233/70918/381290"
"GO:0002922","GO:0002922","positive regulation of humoral immune response",11,0.814768284562524,1.90872585590294,0.000535545023049546,0.0146419024106457,0.0124696062468508,647,"tags=45%, list=4%, signal=44%","12266/21926/19264/16176/16365"
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus",15,0.752389099672322,1.90596209439638,0.000539491583312358,0.0146419024106457,0.0124696062468508,2743,"tags=80%, list=18%, signal=66%","59014/231452/224092/19384/97112/19428/18148/16418/24015/20054/67045/353258"
"GO:0033750","GO:0033750","ribosome localization",15,0.752389099672322,1.90596209439638,0.000539491583312358,0.0146419024106457,0.0124696062468508,2743,"tags=80%, list=18%, signal=66%","59014/231452/224092/19384/97112/19428/18148/16418/24015/20054/67045/353258"
"GO:0003013","GO:0003013","circulatory system process",399,0.360238603301796,1.46662325567096,0.000552824840924719,0.0149339845399571,0.0127183546022289,2568,"tags=28%, list=17%, signal=24%","12310/223780/26365/18260/67451/19204/20537/20510/15558/66240/15559/17970/21926/27375/20927/20271/231602/13614/14219/17131/15200/54140/22339/12062/276829/11555/18821/11549/15368/216033/26457/17130/11535/57814/16591/67405/109648/232156/21823/18441/58226/18591/57442/18389/20303/52589/333654/240672/207728/17127/18436/14234/13052/11541/98660/13506/243547/14168/11550/11931/11606/99571/13057/13618/21333/15552/20656/20563/399548/13850/17390/193034/21873/15465/12296/12671/330953/56089/14247/11539/227717/18442/319197/76854/93757/109676/20527/11622/12843/57785/170639/14062/14629/12741/17300/11553/11421/20657/22341/23980/14615/20502/56188/21808/20277/16511/18671/26357/83397/14067"
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition",137,0.450296985143546,1.68406232082533,0.000575748234960918,0.015481230317838,0.0131844101173555,1105,"tags=17%, list=7%, signal=16%","20877/12235/77011/71007/12236/208628/12534/268697/12189/18817/67052/70385/22137/11799/20677/12649/69716/229841/269582/14841/67177/56150/12443"
"GO:0009914","GO:0009914","hormone transport",270,0.387706720014194,1.53647448304923,0.000580713986487065,0.0155427964678197,0.0132368422144202,2528,"tags=26%, list=16%, signal=22%","22044/16878/15364/78896/28240/16514/14419/217166/21926/20927/13614/13447/16181/100039795/245049/20304/16176/11799/18189/14761/20677/80885/58869/16847/11535/60510/50934/18576/75767/20287/19662/18441/14186/16156/56745/18300/17932/18111/20539/72472/15216/235442/16323/11606/99571/13371/21333/71111/319613/15893/21943/16009/12894/54525/11539/27209/16193/237625/76854/545156/381677/27060/109689/171530/20502/12953/20666/93692/269224/18671"
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT",118,0.454050948915834,1.66475268168075,0.000591676314594693,0.0157635597943393,0.0134248527391621,1939,"tags=25%, list=12%, signal=22%","12978/16878/16590/20311/15364/84506/21926/20897/19264/230405/93672/20304/16153/83430/16154/20459/16169/13869/19116/16453/11606/13078/21939/103136/16818/16451/22346/208266/216233/16193"
"GO:0034508","GO:0034508","centromere complex assembly",29,0.650098294986849,1.89987377019395,0.000600935128717144,0.0159371288931013,0.0135726708475937,1023,"tags=31%, list=7%, signal=29%","70645/26886/12615/218977/102920/60411/72155/229841/69928"
"GO:0097696","GO:0097696","receptor signaling pathway via STAT",121,0.45916349455225,1.68828014331284,0.000616105044066557,0.0162651731633571,0.0138520459429127,1939,"tags=26%, list=12%, signal=23%","12978/16878/16590/20311/15364/84506/21926/20897/19264/19281/230405/93672/20304/16153/83430/16154/20459/16169/13869/19116/16453/11606/13078/21939/103136/16818/16451/22346/208266/216233/16193"
"GO:0061517","GO:0061517","macrophage proliferation",10,0.834281218938587,1.88927274835721,0.000621674205438401,0.0163379356795757,0.0139140132953324,114,"tags=30%, list=1%, signal=30%","12978/77125/12977"
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway",34,0.617973978294374,1.86718779846,0.000634092063654098,0.0165750849454205,0.0141159787151173,819,"tags=24%, list=5%, signal=22%","83490/414084/217166/12475/16365/228801/19260/16803"
"GO:0002673","GO:0002673","regulation of acute inflammatory response",30,0.641688443512024,1.89508445478078,0.000636405637539391,0.0165750849454205,0.0141159787151173,1939,"tags=47%, list=12%, signal=41%","12266/13421/21926/14347/20304/16176/30955/64292/13618/21333/21943/11690/11539/16193"
"GO:0000075","GO:0000075","cell cycle checkpoint",164,0.4261227702866,1.60692133021228,0.000640015009683663,0.0165946748939407,0.0141326622674038,1108,"tags=16%, list=7%, signal=15%","20877/12235/77011/71007/12236/208628/12534/268697/12189/18817/67052/20460/70385/22137/11799/13555/20677/12649/69716/229841/269582/68014/67177/56150/12443/268465"
"GO:0030261","GO:0030261","chromosome condensation",35,0.6245805708533,1.8968982280329,0.000650210706576029,0.0167841057057492,0.0142939888196527,2011,"tags=40%, list=13%, signal=35%","15364/54392/12534/268697/67849/108907/215387/21973/243529/76044/14211/16319/68298/76854"
"GO:0098657","GO:0098657","import into cell",200,0.413044336730781,1.59068059076544,0.000661003704042951,0.0169872102348737,0.0144669604345497,2142,"tags=26%, list=14%, signal=23%","56774/20537/20510/28240/16514/21926/72027/20271/16515/236727/16516/16520/11555/211480/11989/246788/26457/243328/245128/26458/50934/16401/269642/16154/20519/240055/20539/20538/13429/11988/30805/18436/100040591/15216/98660/277973/14573/20509/54377/68428/11931/11606/279561/193034/20512/330953/56089/56643/269994/20527/74205/14580"
"GO:0001539","GO:0001539","cilium or flagellum-dependent cell motility",84,-0.409711651796697,-1.65150593368353,0.000668969989550002,0.0170411302601158,0.0145128807982246,3593,"tags=42%, list=23%, signal=32%","105833/207686/232286/76568/67378/51938/106757/110012/102774/14447/59030/11747/383491/330830/69707/100048534/75564/252967/235330/213402/74052/71877/75019/66793/97086/26366/52028/27356/329954/24084/319953/13411/71233/70918/381290"
"GO:0060285","GO:0060285","cilium-dependent cell motility",84,-0.409711651796697,-1.65150593368353,0.000668969989550002,0.0170411302601158,0.0145128807982246,3593,"tags=42%, list=23%, signal=32%","105833/207686/232286/76568/67378/51938/106757/110012/102774/14447/59030/11747/383491/330830/69707/100048534/75564/252967/235330/213402/74052/71877/75019/66793/97086/26366/52028/27356/329954/24084/319953/13411/71233/70918/381290"
"GO:0032496","GO:0032496","response to lipopolysaccharide",204,0.414237345672004,1.60036688872371,0.000730245687640084,0.0185208163921992,0.0157730383186429,2968,"tags=28%, list=19%, signal=23%","414084/20311/19204/18787/20201/17970/217166/21926/20310/20309/330122/20296/12475/20304/16176/17533/16153/171283/16365/12142/17130/11535/215257/19260/16803/56615/18173/13115/207728/21938/70312/14825/18828/16175/13618/20568/17975/97165/26419/21929/16193/22038/14062/15900/12567/11421/12628/19222/12608/77134/22121/238871/14528/15945/15930/100689/60533/21898"
"GO:0002283","GO:0002283","neutrophil activation involved in immune response",14,0.761684010174955,1.89451829628139,0.000741612745925888,0.0187273340362503,0.0159489166732529,2460,"tags=57%, list=16%, signal=48%","13421/19204/22177/68891/20963/16414/74732/20277"
"GO:0071674","GO:0071674","mononuclear cell migration",126,0.446806171019424,1.65477590028077,0.000772338397309621,0.0194147814194771,0.016534373258323,1645,"tags=21%, list=11%, signal=19%","12978/20308/20297/20305/12977/18787/28240/11634/232983/18829/14347/20296/20304/70045/216892/16854/12261/20306/16401/18591/20303/20292/20300/76088/17242/20563/21943"
"GO:0002577","GO:0002577","regulation of antigen processing and presentation",16,0.733243583377564,1.8863853962453,0.000776331491011819,0.0194147814194771,0.016534373258323,1293,"tags=50%, list=8%, signal=46%","16149/18829/14961/15001/14190/15002/18173/15216"
"GO:0007044","GO:0007044","cell-substrate junction assembly",90,-0.414130898943577,-1.71621777348053,0.000778864337248306,0.0194147814194771,0.016534373258323,3838,"tags=42%, list=25%, signal=32%","19262/21687/208177/110829/216560/16416/56229/64930/17387/16413/105352/72349/29875/16475/230661/16398/14260/68606/16774/76499/11856/18186/21961/14083/18810/11426/192897/76707/22417/235431/16971/77057/21838/16542/23790/11482/13518/11472"
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane",74,0.505678049964334,1.73279778712675,0.000818575935631606,0.0202310171665888,0.0172295109587141,1840,"tags=30%, list=12%, signal=26%","20537/28240/16514/72027/20271/16515/236727/16516/16520/11555/211480/246788/18436/100040591/15216/98660/277973/11931/279561/193034/330953/56089"
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane",74,0.505678049964334,1.73279778712675,0.000818575935631606,0.0202310171665888,0.0172295109587141,1840,"tags=30%, list=12%, signal=26%","20537/28240/16514/72027/20271/16515/236727/16516/16520/11555/211480/246788/18436/100040591/15216/98660/277973/11931/279561/193034/330953/56089"
